Código;Nombre;Fecha Inicio;Fecha Vencimiento;Fecha Finalización;Código cliente;Cliente;Estado;Código tipo;Tipo;Responsable;Delegación;Teléfono;Mail;Idioma;Se puede contactar o no
P21S/05603;PARFOIS - SPAIN, Barcelona, Calle Pelayo, C/ Pelayo 12 (15927);22/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;686805857;15927@stores.parfois.com, manager.15927@stores.parfois.com;ESP;SI
P21S/05250;PARFOIS - SPAIN, Barcelona, Castelldefels CC L' Ànec Blau, Av. Canal Olímpico, 24 (1868);23/08/2021;;;1; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628226783;1868@stores.parfois.com, manager.1868@stores.parfois.com;ESP;SI
P21S/05818;PARFOIS - SPAIN, Barcelona, CC Arenas, Gran Vía de les Corts Catalanes, 373-385 (16234);25/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;673900749;16234@stores.parfois.com, manager.16234@stores.parfois.com;ESP;SI
P21S/05519;PARFOIS - SPAIN, Barcelona, CC Diagonal Mar, Av. Diagonal, 3 (1838);15/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;619773126;1838@stores.parfois.com, manager.1838@stores.parfois.com;ESP;SI
P21S/04998;PARFOIS - SPAIN, Barcelona, CC Glòries, Av. Diagonal, 208 (1919) ;29/07/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;686987682;1919@stores.parfois.com, manager.1919@stores.parfois.com;ESP;SI
P21S/05269;PARFOIS - SPAIN, Barcelona, CC La Illa, Av. Diagonal, 557 (1902);25/08/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648234530;1902@stores.parfois.com, manager.1902@stores.parfois.com;ESP;SI
P21S/05815;PARFOIS - SPAIN, Barcelona, CC Mataró Parc, C/ Estrasburgo, 5 (1877);25/10/2021;;;3; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628227477;1877@stores.parfois.com, manager.1877@stores.parfois.com;ESP;SI
P21S/05867;PARFOIS - SPAIN, Barcelona, CC Paddock, Av. de Francesc Macià, 46-50 (16550);26/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647420587;16550@stores.parfois.com, manager.16550@stores.parfois.com;ESP;SI
P21S/05297;PARFOIS - SPAIN, Barcelona, CC Sant Cugat Center,  Av. de la Vía Augusta, 2-14 (1863);03/09/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;646268869;1863@stores.parfois.com, manager.1863@stores.parfois.com;ESP;SI
P21S/05194;PARFOIS - SPAIN, Barcelona, CC Style Outlet Viladecans , Ctra. de la Vila, 90 (15918);13/08/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;673900732;15918@stores.parfois.com, manager.15918@stores.parfois.com;ESP;SI
P21S/05874;PARFOIS - SPAIN, Barcelona, ECI Can Dragó, Passeig de Andreu, 51 (1916);26/10/2021;;;2; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;638134972;1916@stores.parfois.com, manager.1916@stores.parfois.com;ESP;SI
P21S/05803;PARFOIS - SPAIN, Barcelona, ECI Cornellá, C/ Salvador Dalí,15-19 (1817);25/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;630313031;1817@stores.parfois.com, manager1817@stores.parfois.com;ESP;SI
P21S/05675;PARFOIS - SPAIN, Barcelona, ECI Francesc Macià, Av. Diagonal, 471 (1814);22/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;934934800;;ESP;SI
P21S/05619;PARFOIS - SPAIN, Barcelona, ECI Plaza Cataluña, Pl. de Catalunya, 14 (16306);22/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;;"16306@stores.parfois.com, manager.16306@stores.parfois.com
";ESP;SI
P21S/05656;PARFOIS - SPAIN, Barcelona, ECI Portal del Ángel, Av. Portal del Ángel, 19-21 (7501);22/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;638350522;7501@stores.parfois.com;ESP;SI
P21S/05647;PARFOIS - SPAIN, Barcelona, ECI Sabadell, Av. Francesc Macià, 58-60 (1888);22/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618624517;1888@stores.parfois.com, manager.1888@stores.parfois.com;ESP;SI
P21S/05248;PARFOIS - SPAIN, Barcelona, Estación Sants, Pl. dels Paisos Catalans, s/n (1799);21/08/2021;;;1; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;616669424;1799@stores.parfois.com,manager.1799@stores.parfois.com;ESP;SI
P19/00739;PARFOIS - SPAIN, Barcelona, Estación Sants, Plaça dels Països Catalans, s/n;11/10/2019;;;3;Optima Building Service, S.L.;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;616669424;1799@stores.parfois.com, manager.1799@stores.parfois.com;ESP;SI
P21S/05005;PARFOIS - SPAIN, Barcelona, Gran de Gràcia, C/ Gran de Gràcia, 67(16307);03/08/2021;;;2; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;627902989;16307@stores.parfois.com, manager.16307@stores.parfois.com;ESP;SI
P21S/05816;PARFOIS - SPAIN, Barcelona, Granollers, C/ Anselm Clave, 24 (1804);25/10/2021;;;1; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636312721;1804@stores.parfois.com, manager.1804@stores.parfois.com;ESP;SI
P21S/05866;PARFOIS - SPAIN, Barcelona, Manresa, C/ D'àngel Guimerà, 8-10 (16576);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637550506;16576@stores.parfois.com, manager.16576@stores.parfois.com;ESP;SI
P21S/06026;PARFOIS - SPAIN, Barcelona, Oficinas, C/ Caspe, 151 Ppa. 3ª;28/11/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;;;ESP;SI
P21S/05301;PARFOIS - SPAIN, Barcelona, Portal del Ángel, C/ Portal del Ángel, 14 (10904);06/09/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;646650689;10904@stores.parfois.com, manager.10904@stores.parfois.com;ESP;SI
P21S/05095;PARFOIS - SPAIN, Barcelona, Terrassa, C/ dels Gavatxons, 22 (16430);11/08/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647100222;16430@stores.parfois.com, manager.16430@stores.parfois.com;ESP;SI
P21S/05348;PARFOIS - SPAIN, Benidorm, Finestrat CC La Marina, Av. del País Valencia, 2 (3104);20/09/2021;;;1; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;639388701;3104@stores.parfois.com, manager.3104@stores.parfois.com;ESP;SI
P21S/05265;PARFOIS - SPAIN, Bilbao, Calle Ercilla, C/ Ercilla, 39 (1802);24/08/2021;;;3; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647401698;1802@stores.parfois.com, manager.1802@stores.parfois.com;ESP;SI
P21S/05215;PARFOIS - SPAIN, Bilbao, Calle Navarra, C/ Navarra,10 (12800);16/08/2021;;;2; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;646687460;12800@stores.parfois.com, manager.12800@stores.parfois.com;ESP;SI
P21S/05845;PARFOIS - SPAIN, Bilbao, CC Artea, Paseo de la Castellana, 33 (1771);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;646269022;1771@stores.parfois.com, manager.1771@stores.parfois.com;ESP;SI
P21S/05798;PARFOIS - SPAIN, Bilbao, Diputación, C/ Diputación, 8 (1777);25/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;619783896;1777@stores.parfois.com, manager.1777@stores.parfois.com;ESP;SI
P21S/05875;PARFOIS - SPAIN, Bilbao, ECI Bilbao, Don Diego López Haroko Kale Nagusia, 7 (16243);26/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;;"16243@stores.parfois.com, manager.16243@stores.parfois.com
";ESP;SI
P21S/05841;PARFOIS - SPAIN, Burgos, Burgos, C/ de Santander, 6 (1830);26/10/2021;;;3; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648694803;1830@stores.parfois.com, manager.1830@stores.parfois.com;ESP;SI
P21S/05295;PARFOIS - SPAIN, Cáceres, Calle Pintores, C/ Pintores, 31 (4701);02/09/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;626914744;4701@stores.parfois.com, manager.4701@stores.parfois.com;ESP;SI
P21S/05595;PARFOIS - SPAIN, Cáceres, CC Ruta de la Plata, C/ de Londres, 1(1785);22/10/2021;;;2; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648234604;1785@stores.parfois.com, manager.1785@stores.parfois.com;ESP;SI
P21S/05805;PARFOIS - SPAIN, Cáceres, Plasencia, C/ del Sol 43 (15601);25/10/2021;;;1; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;696171233;15601@stores.parfois.com, manager.15601@stores.parfois.com;ESP;SI
P21S/05870;PARFOIS - SPAIN, Cádiz, Chiclana, C/ de la Vega, 30 (16560);26/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647446913;16560@stores.parfois.com, manager.16560@stores.parfois.com;ESP;SI
P21S/05697;PARFOIS - SPAIN, Cádiz, ECI Bahía Cádiz, Av. de las Cortes de Cádiz, 1 (1880);22/10/2021;;;2; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618057369;1880@stores.parfois.com, manager.1880@stores.parfois.com;ESP;SI
P21S/05864;PARFOIS - SPAIN, Cádiz, ECI Bahía Sur, C/ Caño Herrera s/n (1844);26/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;856397612;;ESP;SI
P21S/05288;PARFOIS - SPAIN, Cádiz, Puerto de Santamaría CC Paseo, Ctra. Nacional IV, Km 653 (6000);31/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;620844178;6000@stores.parfois.com, manager.6000@stores.parfois.com;ESP;SI
P21S/05561;PARFOIS - SPAIN, Castellón, CC Salera, Av. Enrique Gimeno, 82 (16235);19/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;673900745;16235@stores.parfois.com, manager.16235@stores.parfois.com;ESP;SI
P21S/05804;PARFOIS - SPAIN, Castellón, ECI Castellón, Paseo de Morella, 1 (1866);25/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618627140;1866@stores.parfois.com, manager.1866@stores.parfois.com;ESP;SI
P21S/05617;PARFOIS - SPAIN, CC Aire Sur, C/ Castilleja de la Cuesta, s/n Tomares (1861);22/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628227360;1861@stores.parfois.com, manager.1861@stores.parfois.com;ESP;SI
P21S/05522;PARFOIS - SPAIN, Ceuta, CC Parque Ceuta, Av. Teniente General Muslera (16613);15/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;687902357;16613@stores.parfois.com, manager.16613@stores.parfois.com;ESP;SI
P21S/05289;PARFOIS - SPAIN, Ciudad Real, Alcázar de San Juan, C/ Emilio Castelar, 19 (16640);31/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647402024;16640@stores.parfois.com, manager.16640@stores.parfois.com;ESP;SI
P21S/05249;PARFOIS - SPAIN, Ciudad Real, Calle Vásquez, C/ Carlos Vásquez, 2 (2602);23/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;620427208;2602@stores.parfois.com, manager.2602@stores.parfois.com;ESP;SI
P21S/05847;PARFOIS - SPAIN, Ciudad Real, Puertollano, C/ Aduana 36 (16350);26/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637401639;16350@stores.parfois.com, manager.16350@stores.parfois.com;ESP;SI
P21S/05827;PARFOIS - SPAIN, Ciudad Real, Valdepeñas, C/ de la Virgen 17 (16508);26/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Intracomunitaria;662992691;16508@stores.parfois.com, manager.16508@stores.parfois.com;ESP;SI
P21S/05246;PARFOIS - SPAIN, Córdoba, Calle Cruz Conde, C/ Góngora Jose Cruz Conde, 7 (1914);20/08/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628231790;1914@stores.parfois.com, manager.1914@stores.parfois.com;ESP;SI
P21S/05085;PARFOIS - SPAIN, Córdoba, CC La Sierra, C/ Poeta Emilio Prados, s/n (1860);09/08/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;646268979;1860@stores.parfois.com, manager.1860@stores.parfois.com;ESP;SI
P21S/05649;PARFOIS - SPAIN, Córdoba, ECI Ronda de Córdoba, Ctra. Sta. María de Trassierra, s/n (7800);22/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618488660;7800@stores.parfois.com, manager.7800@stores.parfois.com;ESP;SI
P21S/05342;PARFOIS - SPAIN, Coruña, Plaza de Lugo, Plaza de Lugo, 23 (1796);16/09/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628231317;1796@stores.parfois.com, manager.1796@stores.parfois.com;ESP;SI
P21S/05848;PARFOIS - SPAIN, Cuenca, Cuenca, Pl. Hispanidad, 7 (1809);26/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;620067418;1809@stores.parfois.com, manager.1809@stores.parfois.com;ESP;SI
P21S/05266;PARFOIS - SPAIN, Donostia, San Sebastian CC Garbera, C/ Garbera,1 (1912);24/08/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;609961210;1912@stores.parfois.com, manager.1912@stores.parfois.com;ESP;SI
P21S/05291;PARFOIS - SPAIN, Donostia, San Sebastian Marcial, C/ San Marcial, 19 (1915);01/09/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;639503531;1915@stores.parfois.com, manager.1915@stores.parfois.com;ESP;SI
P21S/05862;PARFOIS - SPAIN, Eibar, ECI Eibar, C/ Ego Gain, 7 (15920);26/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;690360463;15920@stores.parfois.com, manager.15920@stores.parfois.com;ESP;SI
P21S/05523;PARFOIS - SPAIN, Fuengirola, CC Miramar, Av de la Encarnación, s/n (1922);15/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;636313203;"1922@stores.parfois.com, manager.1922@stores.parfois.com
";ESP;SI
P21S/05668;PARFOIS - SPAIN, Gijón, ECI Gijón, C/ Ramón Areces, 2 (2900);22/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618941064;2900@stores.parfois.com, manager.2900@stores.parfois.com;ESP;SI
P21S/05097 ;PARFOIS - SPAIN, Girona, CC Outlet Gran Jonquera, Av. Galícia, 22-28 La Jonquera (1858);12/08/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618125966;1858@stores.parfois.com, manager.1858@stores.parfois.com;ESP;SI
P21S/05799;PARFOIS - SPAIN, Girona, Figueres, C/ de Peralada, 16 (16429);25/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;647581990;16429@stores.parfois.com, manager.16429@stores.parfois.com;ESP;SI
P21S/05516;PARFOIS - SPAIN, Girona, Girona, C/ Joan Maragall, 12 (1893);13/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;619518085;1893@stores.parfois.com, manager.1893@stores.parfois.com;ESP;SI
P21S/05083;PARFOIS - SPAIN, Girona, Playa de Aro, Av. del Cavall Bernat, 21 (16428);09/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647400479;16428@stores.parfois.com, manager.16428@stores.parfois.com;ESP;SI
P21S/05224;PARFOIS - SPAIN, Granada, CC Nevada, C/ Hipócrates, s/n (15922);17/08/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;689889914;15922@stores.parfois.com, manager.15922@stores.parfois.com;ESP;SI
P21S/05705;PARFOIS - SPAIN, Granada, ECI Arabial, C/ Arabial, 95-97 (1834);22/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618519135;1834@stores.parfois.com, manager.1834@stores.parfois.com;ESP;SI
P21S/05671;PARFOIS - SPAIN, Granada, ECI Genil, Carrera de la Virgen, 20-22 (1807);22/10/2021;;;9; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;616710908;1807@stores.parfois.com, manager.1807@stores.parfois.com;ESP;SI
P21S/05833;PARFOIS - SPAIN, Granada, Mesones, C/ Mesones, 57 (1896);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628228322;1896@stores.parfois.com, manager.1896@stores.parfois.com;ESP;SI
P21S/05221;PARFOIS - SPAIN, Granada, Recogidas, C/ Recogidas,18 (1854);16/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;629425816;1854@stores.parfois.com, manager.1854@stores.parfois.com;ESP;SI
P21S/05363;PARFOIS - SPAIN, Guadalajara, CC Ferial Plaza, Av. Eduardo Guitian, 13-19 (1781);27/09/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637402099;"1781@stores.parfois.com, manager.1781@stores.parfois.com
";ESP;SI
P21S/05256;PARFOIS - SPAIN, Huelva, Ayamonte CC La Plaza, Av. de la Constitución, 6 (16253);23/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637404627;16253@stores.parfois.com, manager.16253@stores.parfois.com;ESP;SI
P21S/05330;PARFOIS - SPAIN, Huelva, CC Holea, Ronda Exterior Zona Sur, s/n  (6001);16/09/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;626034339;6001@stores.parfois.com, manager.6001@stores.parfois.com;ESP;SI
P19/00458;PARFOIS - SPAIN, Huelva, CC Los Palacios, Calle Palacios 9;22/07/2019;;;8;Optima Building Service, S.L.;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;619516739;1788@stores.parfois.com, manager.1788@stores.parfois.com;ESP;SI
P21S/05861;PARFOIS - SPAIN, Huelva, ECI Huelva Costa Luz, Av. Alcalde Federico Molina Orta, 1 (16630);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;687900132;"16630@stores.parfois.com, manager.16630@stores.parfois.com
";ESP;SI
P21S/05846;PARFOIS - SPAIN, Huelva, Palacio, C/ Palacio,  9 (1788);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;619516739;1788@stores.parfois.com, manager.1788@stores.parfois.com;ESP;SI
P21S/05294;PARFOIS - SPAIN, Irun, Paseo de Colón, Paseo de Colón, 3 (1848);02/09/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;619652633;1848@stores.parfois.com, manager.1848@stores.parfois.com;ESP;SI
P21S/05666;PARFOIS - SPAIN, Jaén, ECI Jaén, Av. de Madrid, 31 (1797);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;638134950;1797@stores.parfois.com, manager.1797@stores.parfois.com;ESP;SI
P21S/05859;PARFOIS - SPAIN, Jaén, ECI Linares, Pl. Ayuntamiento, s/n (1871);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;;;ESP;SI
P21S/05267;PARFOIS - SPAIN, Jaén, Linares, C/ Corredera de San Marcos, 21 (16448);24/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637550172;16448@stores.parfois.com, manager.16448@stores.parfois.com;ESP;SI
P21S/05832;PARFOIS - SPAIN, Jaén, Torres Acosta,  C/ de la Madre Soledad Torres Acosta, 10 (16323);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647405472;16323@stores.parfois.com, manager.16323@stores.parfois.com;ESP;SI
P21S/05247;PARFOIS - SPAIN, Jerez, CC Luz Shopping , Rda. Aurora Boreal, s/n (16217);20/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Jose Carlos Schanks - Optima Retail (EQ6);Principal;608556131;16217@stores.parfois.com, manager.16217@stores.parfois.com;ESP;SI
P21S/05590;PARFOIS - SPAIN, Jerez, ECI Jerez, Av de Andalucía, 34 (1820);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618074183;1820@stores.parfois.com, manager.1820@stores.parfois.com;ESP;SI
P21S/05243;PARFOIS - SPAIN, Lanzarote, Aeropuerto Lanzarote (15955);19/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;686192728;15955@stores.parfois.com, manager.15955@stores.parfois.com;ESP;SI
P21S/05589;PARFOIS - SPAIN, Las Palmas, ECI Las Palmas, Av. José Mesa y López 15 (15906);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Intracomunitaria;682802487;15906@stores.parfois.com, manager.15906@stores.parfois.com;ESP;SI
P21S/05802;PARFOIS - SPAIN, Las Plamas, ECI 7 Palmas, C/ Luis Montoto, 122D (16240);25/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Intracomunitaria;;16240@stores.parfois.com, manager.16240@stores.parfois.com;ESP;SI
P21S/05296;PARFOIS - SPAIN, León,  Alcázar de Toledo, C/ Alcázar de Toledo, 9 (10902);03/09/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;616192418;10902@stores.parfois.com, manager.10902@stores.parfois.com;ESP;SI
P21S/05826;PARFOIS - SPAIN, León, CC Espacio, Av. País Leones, 12 (3800);26/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;639459201;3800@stores.parfois.com, manager.3800@stores.parfois.com;ESP;SI
P21S/05860;PARFOIS - SPAIN, León, ECI León, C/ de Fray Luis de León, 21 (1885);26/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648131444;1885@stores.parfois.com, manager.1885@stores.parfois.com;ESP;SI
P21S/04374;PARFOIS - SPAIN, Lleida, Calle Mayor, C/ Mayor, 30 (1898);28/07/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;619780306;1898@stores.parfois.com, manager.1898@stores.parfois.com;ESP;SI
P21S/05192;PARFOIS - SPAIN, Logroño, Gran Vía, Av. Juan Carlos I, 32 (1786);13/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618038132;1786@stores.parfois.com, manager.1786@stores.parfois.com;ESP;SI
P21S/03969;PARFOIS - SPAIN, Madrid Calle Princesa, C/ Princesa, 59 (1905);27/07/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;629875847;1905@stores.parfois.com, manager.1905@stores.parfois.com;ESP;SI
